Time,Rate,Error,Fracexp
2019-09-12 01:05:36.229260,10.338218,3.2153099,1.0
2019-09-12 01:05:37.229260,6.921209,2.630819,1.0
2019-09-12 01:05:38.229260,8.165979,2.8576179,1.0
2019-09-12 01:05:39.229260,6.911977,2.6290638,1.0
2019-09-12 01:05:40.229260,3.4464674,1.8564664,1.0
2019-09-12 01:05:41.229260,1.178617,1.0856413,1.0
2019-09-12 01:05:42.229260,4.6258993,2.1507905,1.0
2019-09-12 01:05:43.229260,4.5822644,2.1406224,1.0
2019-09-12 01:05:44.229260,4.622888,2.1500902,1.0
2019-09-12 01:05:45.229260,1.1465564,1.0707737,1.0
2019-09-12 01:05:46.229260,1.142056,1.0686702,1.0
2019-09-12 01:05:47.229260,3.416769,1.8484504,1.0
2019-09-12 01:05:48.229260,5.832257,2.4150066,1.0
2019-09-12 01:05:49.229260,3.5089576,1.8732212,1.0
2019-09-12 01:05:50.229260,9.155973,3.025884,1.0
2019-09-12 01:05:51.229260,3.5184698,1.8757584,1.0
2019-09-12 01:05:52.229260,5.797334,2.4077654,1.0
2019-09-12 01:05:53.229260,4.6630573,2.1594114,1.0
2019-09-12 01:05:54.229260,5.77701,2.403541,1.0
2019-09-12 01:05:55.229260,4.6000404,2.1447704,1.0
2019-09-12 01:05:56.229260,5.763371,2.4007022,1.0
2019-09-12 01:05:57.229260,5.8026953,2.4088783,1.0
2019-09-12 01:05:58.229260,9.324492,3.0536032,1.0
2019-09-12 01:05:59.229260,5.768139,2.401695,1.0
2019-09-12 01:06:00.229260,6.9438677,2.635122,1.0
2019-09-12 01:06:01.229260,3.452956,1.8582131,1.0
2019-09-12 01:06:02.229260,3.4650483,1.861464,1.0
2019-09-12 01:06:03.229260,6.887274,2.6243615,1.0
2019-09-12 01:06:04.229260,3.4818628,1.865975,1.0
2019-09-12 01:06:05.229260,3.4273498,1.8513103,1.0
2019-09-12 01:06:06.229260,5.775542,2.4032357,1.0
2019-09-12 01:06:07.229260,10.600868,3.2558975,1.0
2019-09-12 01:06:08.229260,4.654714,2.1574786,1.0
2019-09-12 01:06:09.229260,5.7992034,2.4081535,1.0
2019-09-12 01:06:10.229260,2.3161833,1.5219012,1.0
2019-09-12 01:06:11.229260,6.914552,2.6295536,1.0
2019-09-12 01:06:12.229260,5.6850114,2.3843262,1.0
2019-09-12 01:06:13.229260,8.075131,2.8416777,1.0
2019-09-12 01:06:14.229260,6.9841933,2.6427624,1.0
2019-09-12 01:06:15.229260,5.819736,2.412413,1.0
2019-09-12 01:06:16.229260,2.2787514,1.5095533,1.0
2019-09-12 01:06:17.229260,1.1722308,1.0826961,1.0
2019-09-12 01:06:18.229260,4.5989976,2.1445274,1.0
2019-09-12 01:06:19.229260,6.9599667,2.6381748,1.0
2019-09-12 01:06:20.229260,6.3664136,1.7841544,2.0
2019-09-12 01:06:21.229260,4.61439,2.148113,1.0
2019-09-12 01:06:22.229260,4.674962,2.162166,1.0
2019-09-12 01:06:23.229260,4.615799,2.148441,1.0
2019-09-12 01:06:24.229260,4.6407056,2.1542296,1.0
2019-09-12 01:06:25.229260,5.7971635,2.4077299,1.0
2019-09-12 01:06:26.229260,0.0,0.0,1.0
2019-09-12 01:06:27.229260,6.9179025,2.6301906,1.0
2019-09-12 01:06:28.229260,13.912863,3.729995,1.0
2019-09-12 01:06:29.229260,3.5043445,1.8719895,1.0
2019-09-12 01:06:30.229260,3.371022,1.8360343,1.0
2019-09-12 01:06:31.229260,5.81116,2.4106348,1.0
2019-09-12 01:06:32.229260,5.760298,2.400062,1.0
2019-09-12 01:06:33.229260,8.047406,2.836795,1.0
2019-09-12 01:06:34.229260,0.0,0.0,1.0
2019-09-12 01:06:35.229260,5.773589,2.4028294,1.0
2019-09-12 01:06:36.229260,3.5216901,1.8766167,1.0
2019-09-12 01:06:37.229260,6.9466386,2.6356478,1.0
2019-09-12 01:06:38.229260,3.4968944,1.8699985,1.0
2019-09-12 01:06:39.229260,3.449605,1.8573112,1.0
2019-09-12 01:06:40.229260,9.27308,3.0451732,1.0
2019-09-12 01:06:41.229260,9.153168,3.0254202,1.0
2019-09-12 01:06:42.229260,5.7742915,2.4029756,1.0
2019-09-12 01:06:43.229260,8.059079,2.8388517,1.0
2019-09-12 01:06:44.229260,2.310517,1.5200385,1.0
2019-09-12 01:06:45.229260,2.3014665,1.5170585,1.0
2019-09-12 01:06:46.229260,1.1641543,1.0789598,1.0
2019-09-12 01:06:47.229260,3.5070603,1.8727146,1.0
2019-09-12 01:06:48.229260,5.789619,2.4061627,1.0
2019-09-12 01:06:49.229260,3.489398,1.867993,1.0
2019-09-12 01:06:50.229260,2.325037,1.5248072,1.0
2019-09-12 01:06:51.229260,4.6617956,2.1591191,1.0
2019-09-12 01:06:52.229260,1.1477723,1.0713414,1.0
2019-09-12 01:06:53.229260,4.5774016,2.1394863,1.0
2019-09-12 01:06:54.229260,9.162987,3.0270426,1.0
2019-09-12 01:06:55.229260,3.5046813,1.8720794,1.0
2019-09-12 01:06:56.229260,3.4108346,1.8468444,1.0
2019-09-12 01:06:57.229260,2.2743316,1.5080887,1.0
2019-09-12 01:06:58.229260,6.87888,2.622762,1.0
2019-09-12 01:06:59.229260,8.106897,2.8472614,1.0
2019-09-12 01:07:00.229260,3.5104284,1.8736137,1.0
2019-09-12 01:07:01.229260,4.663953,2.1596186,1.0
2019-09-12 01:07:02.229260,6.980173,2.6420016,1.0
2019-09-12 01:07:03.229260,4.672328,2.161557,1.0
2019-09-12 01:07:04.229260,2.3360617,1.5284181,1.0
2019-09-12 01:07:05.229260,8.187654,2.8614075,1.0
2019-09-12 01:07:06.229260,4.5520267,2.133548,1.0
2019-09-12 01:07:07.229260,4.5681105,2.1373138,1.0
2019-09-12 01:07:08.229260,5.7539544,2.39874,1.0
2019-09-12 01:07:09.229260,1.1737792,1.083411,1.0
2019-09-12 01:07:10.229260,4.644914,2.1552062,1.0
2019-09-12 01:07:11.229260,5.7610826,2.4002256,1.0
2019-09-12 01:07:12.229260,6.0098557,2.4515007,1.0
2019-09-12 01:07:13.229260,7.099799,2.6645448,1.0
2019-09-12 01:07:14.229260,3.591193,1.8950443,1.0
2019-09-12 01:07:15.229260,5.916706,2.4324281,1.0
2019-09-12 01:07:16.229260,5.6956606,2.3865583,1.0
2019-09-12 01:07:17.229260,4.654077,2.157331,1.0
2019-09-12 01:07:18.229260,2.3860807,1.5446944,1.0
2019-09-12 01:07:19.229260,2.2925744,1.514125,1.0
2019-09-12 01:07:20.229260,5.8487244,2.4184136,1.0
2019-09-12 01:07:21.229260,3.5878797,1.8941699,1.0
2019-09-12 01:07:22.229260,2.3111649,1.5202516,1.0
2019-09-12 01:07:23.229260,2.3496678,1.5328627,1.0
2019-09-12 01:07:24.229260,5.9248443,2.4341004,1.0
2019-09-12 01:07:25.229260,1.1885893,1.0902244,1.0
2019-09-12 01:07:26.229260,1.2116356,1.1007432,1.0
2019-09-12 01:07:27.229260,7.0728917,2.6594908,1.0
2019-09-12 01:07:28.229260,3.5567176,1.8859262,1.0
2019-09-12 01:07:29.229260,4.7044854,2.1689825,1.0
2019-09-12 01:07:30.229260,4.7858715,2.1876636,1.0
2019-09-12 01:07:31.229260,4.7276077,2.1743062,1.0
2019-09-12 01:07:32.229260,2.3983788,1.54867,1.0
2019-09-12 01:07:33.229260,3.605685,1.8988642,1.0
2019-09-12 01:07:34.229260,9.319602,3.0528023,1.0
2019-09-12 01:07:35.229260,5.9352527,2.4362373,1.0
2019-09-12 01:07:36.229260,7.038771,2.6530683,1.0
2019-09-12 01:07:37.229260,4.71377,2.1711218,1.0
2019-09-12 01:07:38.229260,7.0160904,2.6487904,1.0
2019-09-12 01:07:39.229260,3.5538402,1.8851632,1.0
2019-09-12 01:07:40.229260,4.6632576,2.1594577,1.0
2019-09-12 01:07:41.229260,4.750144,2.1794825,1.0
2019-09-12 01:07:42.229260,5.8049455,2.4093454,1.0
2019-09-12 01:07:43.229260,2.337775,1.5289785,1.0
2019-09-12 01:07:44.229260,3.5111055,1.8737944,1.0
2019-09-12 01:07:45.229260,4.6588717,2.158442,1.0
2019-09-12 01:07:46.229260,2.3680856,1.5388585,1.0
2019-09-12 01:07:47.229260,3.5221174,1.8767306,1.0
2019-09-12 01:07:48.229260,4.6375856,2.1535053,1.0
2019-09-12 01:07:49.229260,3.4061887,1.8455863,1.0
2019-09-12 01:07:50.229260,7.05499,2.6561232,1.0
2019-09-12 01:07:51.229260,7.1589303,2.6756177,1.0
2019-09-12 01:07:52.229260,3.6019933,1.8978918,1.0
2019-09-12 01:07:53.229260,9.464185,3.0763915,1.0
2019-09-12 01:07:54.229260,7.0998836,2.6645606,1.0
2019-09-12 01:07:55.229260,3.5454462,1.8829355,1.0
2019-09-12 01:07:56.229260,3.5331879,1.8796777,1.0
2019-09-12 01:07:57.229260,5.9218187,2.4334788,1.0
2019-09-12 01:07:58.229260,4.776398,2.1854973,1.0
2019-09-12 01:07:59.229260,1.1552426,1.0748221,1.0
2019-09-12 01:08:00.229260,7.212077,2.6855311,1.0
2019-09-12 01:08:01.229260,3.5783877,1.8916627,1.0
2019-09-12 01:08:02.229260,4.711446,2.1705866,1.0
2019-09-12 01:08:03.229260,7.082225,2.6612449,1.0
2019-09-12 01:08:04.229260,7.100663,2.664707,1.0
2019-09-12 01:08:05.229260,5.964302,2.442192,1.0
2019-09-12 01:08:06.229260,4.734761,2.1759508,1.0
2019-09-12 01:08:07.229260,0.0,0.0,1.0
2019-09-12 01:08:08.229260,7.1245985,2.6691945,1.0
2019-09-12 01:08:09.229260,5.8726754,2.4233603,1.0
2019-09-12 01:08:10.229260,5.916636,2.4324136,1.0
2019-09-12 01:08:11.229260,4.7890835,2.1883974,1.0
2019-09-12 01:08:12.229260,1.1992207,1.0950893,1.0
2019-09-12 01:08:13.229260,5.818709,2.4122,1.0
2019-09-12 01:08:14.229260,4.739698,2.1770847,1.0
2019-09-12 01:08:15.229260,5.8859205,2.4260917,1.0
2019-09-12 01:08:16.229260,1.1992857,1.095119,1.0
2019-09-12 01:08:17.229260,3.5590568,1.8865463,1.0
2019-09-12 01:08:18.229260,7.0523324,2.6556227,1.0
2019-09-12 01:08:19.229260,6.9742723,2.6408846,1.0
2019-09-12 01:08:20.229260,3.483878,1.8665149,1.0
2019-09-12 01:08:21.229260,4.754139,2.1803987,1.0
2019-09-12 01:08:22.229260,5.8629265,2.421348,1.0
2019-09-12 01:08:23.229260,4.7936487,2.1894403,1.0
2019-09-12 01:08:24.229260,2.3769352,1.5417312,1.0
2019-09-12 01:08:25.229260,4.6444707,2.1551034,1.0
2019-09-12 01:08:26.229260,2.3980007,1.548548,1.0
2019-09-12 01:08:27.229260,0.0,0.0,1.0
2019-09-12 01:08:28.229260,9.423124,3.0697107,1.0
2019-09-12 01:08:29.229260,7.023488,2.6501863,1.0
2019-09-12 01:08:30.229260,8.343571,2.888524,1.0
2019-09-12 01:08:31.229260,5.945475,2.4383345,1.0
2019-09-12 01:08:32.229260,1.1607813,1.0773956,1.0
2019-09-12 01:08:33.229260,2.3568914,1.535217,1.0
2019-09-12 01:08:34.229260,7.05048,2.655274,1.0
2019-09-12 01:08:35.229260,7.1888256,2.6811986,1.0
2019-09-12 01:08:36.229260,4.8381166,2.1995718,1.0
2019-09-12 01:08:37.229260,8.410943,2.9001627,1.0
2019-09-12 01:08:38.229260,2.3505623,1.5331544,1.0
2019-09-12 01:08:39.229260,4.7975054,2.1903207,1.0
2019-09-12 01:08:40.229260,1.1716677,1.082436,1.0
2019-09-12 01:08:41.229260,2.407877,1.5517335,1.0
2019-09-12 01:08:42.229260,5.9191084,2.432922,1.0
2019-09-12 01:08:43.229260,1.1997224,1.0953184,1.0
2019-09-12 01:08:44.229260,3.529886,1.8787991,1.0
2019-09-12 01:08:45.229260,5.963052,2.441936,1.0
2019-09-12 01:08:46.229260,7.1678343,2.6772811,1.0
2019-09-12 01:08:47.229260,10.63504,3.261141,1.0
2019-09-12 01:08:48.229260,9.384661,3.0634394,1.0
2019-09-12 01:08:49.229260,7.0295105,2.6513224,1.0
2019-09-12 01:08:50.229260,4.747046,2.1787717,1.0
2019-09-12 01:08:51.229260,2.3416717,1.5302522,1.0
2019-09-12 01:08:52.229260,7.0842934,2.6616335,1.0
2019-09-12 01:08:53.229260,5.9124455,2.4315522,1.0
2019-09-12 01:08:54.229260,3.577948,1.8915465,1.0
2019-09-12 01:08:55.229260,4.7433724,2.1779284,1.0
2019-09-12 01:08:56.229260,5.964515,2.4422357,1.0
2019-09-12 01:08:57.229260,8.269476,2.8756697,1.0
2019-09-12 01:08:58.229260,7.0440564,2.6540642,1.0
2019-09-12 01:08:59.229260,2.2830734,1.5109843,1.0
2019-09-12 01:09:00.229260,9.402538,3.066356,1.0
2019-09-12 01:09:01.229260,4.6762915,2.1624734,1.0
2019-09-12 01:09:02.229260,3.5572054,1.8860555,1.0
2019-09-12 01:09:03.229260,3.569377,1.8892795,1.0
2019-09-12 01:09:04.229260,5.9414244,2.4375038,1.0
2019-09-12 01:09:05.229260,7.1889024,2.681213,1.0
2019-09-12 01:09:06.229260,2.4013865,1.5496408,1.0
2019-09-12 01:09:07.229260,1.1605574,1.0772917,1.0
2019-09-12 01:09:08.229260,9.439287,3.0723424,1.0
2019-09-12 01:09:09.229260,2.359671,1.5361221,1.0
2019-09-12 01:09:10.229260,10.64407,3.262525,1.0
2019-09-12 01:09:11.229260,5.9207444,2.433258,1.0
2019-09-12 01:09:12.229260,2.3098664,1.5198245,1.0
2019-09-12 01:09:13.229260,9.425391,3.07008,1.0
2019-09-12 01:09:14.229260,5.787671,2.405758,1.0
2019-09-12 01:09:15.229260,5.9761715,2.4446208,1.0
2019-09-12 01:09:16.229260,3.663177,1.9139428,1.0
2019-09-12 01:09:17.229260,2.3717625,1.5400528,1.0
2019-09-12 01:09:18.229260,7.1115875,2.666756,1.0
2019-09-12 01:09:19.229260,4.639999,2.1540656,1.0
2019-09-12 01:09:20.229260,2.402155,1.5498887,1.0
2019-09-12 01:09:21.229260,3.5266001,1.8779244,1.0
2019-09-12 01:09:22.229260,3.600152,1.8974067,1.0
2019-09-12 01:09:23.229260,2.4023268,1.5499442,1.0
2019-09-12 01:09:24.229260,4.8457675,2.2013104,1.0
2019-09-12 01:09:25.229260,5.8601985,2.4207847,1.0
2019-09-12 01:09:26.229260,6.9875474,2.6433969,1.0
2019-09-12 01:09:27.229260,4.7401276,2.1771834,1.0
2019-09-12 01:09:28.229260,2.3835926,1.5438888,1.0
2019-09-12 01:09:29.229260,3.545818,1.8830342,1.0
2019-09-12 01:09:30.229260,11.838155,3.440662,1.0
2019-09-12 01:09:31.229260,1.2334046,1.1105875,1.0
2019-09-12 01:09:32.229260,3.549722,1.8840706,1.0
2019-09-12 01:09:33.229260,3.5618498,1.8872864,1.0
2019-09-12 01:09:34.229260,4.704556,2.168999,1.0
2019-09-12 01:09:35.229260,4.715466,2.1715124,1.0
2019-09-12 01:09:36.229260,2.3368196,1.528666,1.0
2019-09-12 01:09:37.229260,2.3943074,1.5473549,1.0
2019-09-12 01:09:38.229260,1.1854851,1.0887998,1.0
2019-09-12 01:09:39.229260,2.3290718,1.5261297,1.0
2019-09-12 01:09:40.229260,0.0,0.0,1.0
2019-09-12 01:09:41.229260,7.1101155,2.66648,1.0
2019-09-12 01:09:42.229260,5.9004984,2.429094,1.0
2019-09-12 01:09:43.229260,3.5561697,1.8857809,1.0
2019-09-12 01:09:44.229260,2.4051,1.5508385,1.0
2019-09-12 01:09:45.229260,5.842213,2.417067,1.0
2019-09-12 01:09:46.229260,9.474641,3.0780904,1.0
2019-09-12 01:09:47.229260,5.8972697,2.4284294,1.0
2019-09-12 01:09:48.229260,5.9396005,2.4371295,1.0
2019-09-12 01:09:49.229260,4.7717967,2.1844442,1.0
2019-09-12 01:09:50.229260,2.4574776,1.5676343,1.0
2019-09-12 01:09:51.229260,3.4736059,1.8637612,1.0
2019-09-12 01:09:52.229260,1.2139153,1.1017783,1.0
2019-09-12 01:09:53.229260,5.910674,2.4311879,1.0
2019-09-12 01:09:54.229260,9.538134,3.088387,1.0
2019-09-12 01:09:55.229260,4.7958765,2.189949,1.0
2019-09-12 01:09:56.229260,4.7993174,2.1907344,1.0
2019-09-12 01:09:57.229260,7.1482906,2.6736288,1.0
2019-09-12 01:09:58.229260,3.5913098,1.8950751,1.0
2019-09-12 01:09:59.229260,7.18599,2.6806698,1.0
2019-09-12 01:10:00.229260,2.3905897,1.5461532,1.0
2019-09-12 01:10:01.229260,3.538818,1.8811746,1.0
2019-09-12 01:10:02.229260,4.907752,2.2153447,1.0
2019-09-12 01:10:03.229260,1.2194648,1.1042938,1.0
2019-09-12 01:10:04.229260,5.9789176,2.4451826,1.0
2019-09-12 01:10:05.229260,11.935602,3.4547942,1.0
2019-09-12 01:10:06.229260,4.8540983,2.2032018,1.0
2019-09-12 01:10:07.229260,8.32945,2.8860786,1.0
2019-09-12 01:10:08.229260,7.1121097,2.666854,1.0
2019-09-12 01:10:09.229260,4.7688746,2.1837754,1.0
2019-09-12 01:10:10.229260,7.172305,2.6781158,1.0
2019-09-12 01:10:11.229260,9.414412,3.0682914,1.0
2019-09-12 01:10:12.229260,4.716512,2.1717532,1.0
2019-09-12 01:10:13.229260,3.5711439,1.889747,1.0
2019-09-12 01:10:14.229260,7.2573547,2.6939478,1.0
2019-09-12 01:10:15.229260,2.4053416,1.5509164,1.0
2019-09-12 01:10:16.229260,2.410219,1.552488,1.0
2019-09-12 01:10:17.229260,4.7800593,2.1863346,1.0
2019-09-12 01:10:18.229260,4.7890396,2.1883874,1.0
2019-09-12 01:10:19.229260,3.5810664,1.8923706,1.0
2019-09-12 01:10:20.229260,3.5534065,1.8850482,1.0
2019-09-12 01:10:21.229260,4.8123307,2.1937025,1.0
2019-09-12 01:10:22.229260,4.8433104,2.2007523,1.0
2019-09-12 01:10:23.229260,10.814903,3.288602,1.0
2019-09-12 01:10:24.229260,3.558882,1.8864999,1.0
2019-09-12 01:10:25.229260,2.3959665,1.547891,1.0
2019-09-12 01:10:26.229260,0.0,0.0,1.0
2019-09-12 01:10:27.229260,7.1987686,2.683052,1.0
2019-09-12 01:10:28.229260,7.1376243,2.6716332,1.0
2019-09-12 01:10:29.229260,4.80755,2.1926126,1.0
2019-09-12 01:10:30.229260,8.395567,2.8975105,1.0
2019-09-12 01:10:31.229260,3.5838265,1.8930997,1.0
2019-09-12 01:10:32.229260,11.836156,3.4403715,1.0
2019-09-12 01:10:33.229260,9.438417,3.0722008,1.0
2019-09-12 01:10:34.229260,7.0585895,2.6568005,1.0
2019-09-12 01:10:35.229260,4.801284,2.191183,1.0
2019-09-12 01:10:36.229260,3.5712147,1.8897657,1.0
2019-09-12 01:10:37.229260,3.633844,1.9062644,1.0
2019-09-12 01:10:38.229260,3.6106145,1.9001617,1.0
2019-09-12 01:10:39.229260,3.547037,1.8833579,1.0
2019-09-12 01:10:40.229260,1.2425218,1.1146846,1.0
2019-09-12 01:10:41.229260,4.870991,2.2070322,1.0
2019-09-12 01:10:42.229260,3.60427,1.8984915,1.0
2019-09-12 01:10:43.229260,5.901451,2.4292903,1.0
2019-09-12 01:10:44.229260,8.34999,2.8896348,1.0
2019-09-12 01:10:45.229260,2.4287345,1.5584397,1.0
2019-09-12 01:10:46.229260,2.4641833,1.5697718,1.0
2019-09-12 01:10:47.229260,3.581878,1.892585,1.0
2019-09-12 01:10:48.229260,2.361967,1.5368693,1.0
2019-09-12 01:10:49.229260,2.3905115,1.5461279,1.0
2019-09-12 01:10:50.229260,7.267977,2.6959186,1.0
2019-09-12 01:10:51.229260,9.567068,3.0930676,1.0
2019-09-12 01:10:52.229260,1.1658695,1.0797544,1.0
2019-09-12 01:10:53.229260,1.1916742,1.0916383,1.0
2019-09-12 01:10:54.229260,4.6522675,2.1569116,1.0
2019-09-12 01:10:55.229260,3.6016684,1.8978062,1.0
2019-09-12 01:10:56.229260,2.3484378,1.5324614,1.0
2019-09-12 01:10:57.229260,4.8965163,2.2128074,1.0
2019-09-12 01:10:58.229260,4.780594,2.186457,1.0
2019-09-12 01:10:59.229260,8.507949,2.916839,1.0
2019-09-12 01:11:00.229260,4.790955,2.1888251,1.0
2019-09-12 01:11:01.229260,4.767504,2.1834614,1.0
2019-09-12 01:11:02.229260,9.404784,3.0667222,1.0
2019-09-12 01:11:03.229260,6.0079446,2.4511108,1.0
2019-09-12 01:11:04.229260,3.5518444,1.8846338,1.0
2019-09-12 01:11:05.229260,3.5783143,1.8916433,1.0
2019-09-12 01:11:06.229260,3.6130273,1.9007965,1.0
2019-09-12 01:11:07.229260,2.3867686,1.544917,1.0
2019-09-12 01:11:08.229260,1.1689998,1.081203,1.0
2019-09-12 01:11:09.229260,4.809325,2.1930175,1.0
2019-09-12 01:11:10.229260,3.5497425,1.884076,1.0
2019-09-12 01:11:11.229260,4.82412,2.196388,1.0
2019-09-12 01:11:12.229260,3.66295,1.9138834,1.0
2019-09-12 01:11:13.229260,3.4403787,1.8548257,1.0
2019-09-12 01:11:14.229260,4.761975,2.182195,1.0
2019-09-12 01:11:15.229260,4.762347,2.1822803,1.0
2019-09-12 01:11:16.229260,3.6069198,1.8991892,1.0
2019-09-12 01:11:17.229260,5.900429,2.4290798,1.0
2019-09-12 01:11:18.229260,8.405192,2.8991709,1.0
2019-09-12 01:11:19.229260,8.48008,2.9120576,1.0
2019-09-12 01:11:20.229260,7.0972366,2.664064,1.0
2019-09-12 01:11:21.229260,4.909445,2.2157266,1.0
2019-09-12 01:11:22.229260,4.8423443,2.2005327,1.0
2019-09-12 01:11:23.229260,0.0,0.0,1.0
2019-09-12 01:11:24.229260,0.0,0.0,1.0
2019-09-12 01:11:25.229260,2.346487,1.5318247,1.0
2019-09-12 01:11:26.229260,4.7756906,2.1853354,1.0
2019-09-12 01:11:27.229260,5.8414164,2.4169023,1.0
2019-09-12 01:11:28.229260,1.2291868,1.1086869,1.0
2019-09-12 01:11:29.229260,4.811328,2.193474,1.0
2019-09-12 01:11:30.229260,7.1880865,2.6810608,1.0
2019-09-12 01:11:31.229260,3.5956833,1.8962287,1.0
2019-09-12 01:11:32.229260,4.8030577,2.191588,1.0
2019-09-12 01:11:33.229260,2.4391007,1.5617621,1.0
2019-09-12 01:11:34.229260,3.599628,1.8972685,1.0
2019-09-12 01:11:35.229260,2.3533223,1.5340542,1.0
2019-09-12 01:11:36.229260,7.1260962,2.6694748,1.0
2019-09-12 01:11:37.229260,2.3216798,1.523706,1.0
2019-09-12 01:11:38.229260,2.3979776,1.5485405,1.0
2019-09-12 01:11:39.229260,4.7672157,2.1833954,1.0
2019-09-12 01:11:40.229260,7.1535583,2.6746137,1.0
2019-09-12 01:11:41.229260,4.772845,2.184684,1.0
2019-09-12 01:11:42.229260,3.6184306,1.9022173,1.0
2019-09-12 01:11:43.229260,7.289966,2.6999936,1.0
2019-09-12 01:11:44.229260,4.746255,2.17859,1.0
2019-09-12 01:11:45.229260,3.6543362,1.9116318,1.0
2019-09-12 01:11:46.229260,6.006581,2.4508326,1.0
2019-09-12 01:11:47.229260,4.7368307,2.1764262,1.0
2019-09-12 01:11:48.229260,6.0409083,2.457826,1.0
2019-09-12 01:11:49.229260,2.2572627,1.502419,1.0
2019-09-12 01:11:50.229260,4.8076143,2.1926272,1.0
2019-09-12 01:11:51.229260,7.2303867,2.688938,1.0
2019-09-12 01:11:52.229260,7.123201,2.6689324,1.0
2019-09-12 01:11:53.229260,4.800397,2.190981,1.0
2019-09-12 01:11:54.229260,9.526846,3.0865588,1.0
2019-09-12 01:11:55.229260,6.145683,2.4790487,1.0
2019-09-12 01:11:56.229260,2.4339433,1.56011,1.0
2019-09-12 01:11:57.229260,4.738953,2.1769137,1.0
2019-09-12 01:11:58.229260,7.1441236,2.6728494,1.0
2019-09-12 01:11:59.229260,5.969186,2.4431918,1.0
2019-09-12 01:12:00.229260,4.811057,2.1934123,1.0
2019-09-12 01:12:01.229260,1.2488834,1.1175345,1.0
2019-09-12 01:12:02.229260,2.3861105,1.5447041,1.0
2019-09-12 01:12:03.229260,10.866582,3.29645,1.0
2019-09-12 01:12:04.229260,7.187862,2.6810188,1.0
2019-09-12 01:12:05.229260,6.0043435,2.4503763,1.0
2019-09-12 01:12:06.229260,4.8153014,2.1943796,1.0
2019-09-12 01:12:07.229260,3.761131,1.9393636,1.0
2019-09-12 01:12:08.229260,7.4012017,2.720515,1.0
2019-09-12 01:12:09.229260,4.802963,2.1915662,1.0
2019-09-12 01:12:10.229260,3.663454,1.9140152,1.0
2019-09-12 01:12:11.229260,2.3537343,1.5341885,1.0
2019-09-12 01:12:12.229260,2.4473908,1.5644139,1.0
2019-09-12 01:12:13.229260,7.2283864,2.688566,1.0
2019-09-12 01:12:14.229260,7.0786867,2.6605802,1.0
2019-09-12 01:12:15.229260,7.3580966,2.7125812,1.0
2019-09-12 01:12:16.229260,7.194119,2.6821854,1.0
2019-09-12 01:12:17.229260,1.2500327,1.1180485,1.0
2019-09-12 01:12:18.229260,3.607779,1.8994155,1.0
2019-09-12 01:12:19.229260,4.7089286,2.1700065,1.0
2019-09-12 01:12:20.229260,7.265646,2.6954863,1.0
2019-09-12 01:12:21.229260,6.1860023,2.4871676,1.0
2019-09-12 01:12:22.229260,7.298635,2.7015986,1.0
2019-09-12 01:12:23.229260,3.5692856,1.8892553,1.0
2019-09-12 01:12:24.229260,3.5909529,1.894981,1.0
2019-09-12 01:12:25.229260,6.0355945,2.4567447,1.0
2019-09-12 01:12:26.229260,7.145403,2.6730886,1.0
2019-09-12 01:12:27.229260,3.67833,1.9178972,1.0
2019-09-12 01:12:28.229260,4.8964047,2.2127821,1.0
2019-09-12 01:12:29.229260,8.623552,2.9365885,1.0
2019-09-12 01:12:30.229260,3.6135066,1.9009225,1.0
2019-09-12 01:12:31.229260,3.5965946,1.896469,1.0
2019-09-12 01:12:32.229260,4.851095,2.2025201,1.0
2019-09-12 01:12:33.229260,2.406137,1.5511727,1.0
2019-09-12 01:12:34.229260,6.0036206,2.4502287,1.0
2019-09-12 01:12:35.229260,4.797485,2.1903162,1.0
2019-09-12 01:12:36.229260,3.6888134,1.9206284,1.0
2019-09-12 01:12:37.229260,4.763553,2.1825566,1.0
2019-09-12 01:12:38.229260,4.798106,2.190458,1.0
2019-09-12 01:12:39.229260,4.7585053,2.1813998,1.0
2019-09-12 01:12:40.229260,3.620762,1.90283,1.0
2019-09-12 01:12:41.229260,0.0,0.0,1.0
2019-09-12 01:12:42.229260,6.1269736,2.4752724,1.0
2019-09-12 01:12:43.229260,1.1764232,1.0846305,1.0
2019-09-12 01:12:44.229260,2.3523002,1.533721,1.0
2019-09-12 01:12:45.229260,9.6314335,3.103455,1.0
2019-09-12 01:12:46.229260,8.473065,2.9108531,1.0
2019-09-12 01:12:47.229260,2.4025671,1.5500216,1.0
2019-09-12 01:12:48.229260,6.008711,2.4512672,1.0
2019-09-12 01:12:49.229260,3.4284008,1.8515941,1.0
2019-09-12 01:12:50.229260,1.1795799,1.0860846,1.0
2019-09-12 01:12:51.229260,3.633039,1.9060533,1.0
2019-09-12 01:12:52.229260,1.2474762,1.1169047,1.0
2019-09-12 01:12:53.229260,7.255166,2.6935415,1.0
2019-09-12 01:12:54.229260,8.439228,2.905035,1.0
2019-09-12 01:12:55.229260,2.3813584,1.5431651,1.0
2019-09-12 01:12:56.229260,7.158825,2.6755981,1.0
2019-09-12 01:12:57.229260,8.435658,2.9044206,1.0
2019-09-12 01:12:58.229260,3.641173,1.9081857,1.0
2019-09-12 01:12:59.229260,7.1732106,2.6782851,1.0
2019-09-12 01:13:00.229260,4.829999,2.1977258,1.0
2019-09-12 01:13:01.229260,3.5117183,1.8739579,1.0
